id,created_at,full_name,email,phone,lead_source,agent_assigned,last_activity,last_stage_change,stage,tags,notes,next_task_due,last_call_duration,call_count,email_count
440,2025-04-19 04:48:35,Michael Walton,jessica70@mayer-hanna.com,(809)741-0655x8772,Google Ads,Brian Harris,2025-04-23 04:48:35,2025-05-16 04:48:35,Under Contract,"speak, court",Bed experience such growth.,2025-04-29 04:48:35,21,0,9
441,2025-01-26 18:49:50,Denise Jones,egates@meyer-wood.com,0892838668,Referral,Rita Curry,2025-02-08 18:49:50,2025-02-13 18:49:50,Dead,house,Gas politics read least.,2025-02-13 18:49:50,9,5,4
442,2025-04-01 21:32:16,Derrick Lee,ramirezdorothy@gmail.com,(074)544-8630,Zillow,Michelle Richardson DVM,2025-04-17 21:32:16,2025-05-09 21:32:16,Appointment Set,job,Company role room change.,2025-04-19 21:32:16,22,2,9
443,2025-04-18 19:10:13,Lori Schmidt,stacyprice@jones.info,946-963-2324x9483,Referral,Linda Macdonald,2025-05-10 19:10:13,2025-06-04 19:10:13,Active,station,Peace spend professional prove measure final.,2025-05-17 19:10:13,14,4,7
444,2025-06-01 01:22:24,Rebecca Richard,njohnson@morgan-holloway.biz,+1-738-776-5913x61424,Facebook,Roger Davis,2025-06-20 01:22:24,2025-06-24 01:22:24,Contacted,until,Bring when activity long less deep citizen.,2025-06-24 01:22:24,9,0,10
445,2025-02-01 12:56:02,Chris Kaufman,bradyjennifer@williams.com,625.017.1576,Facebook,Brian Harris,2025-03-02 12:56:02,2025-03-06 12:56:02,New,them,Certainly growth for of particular everybody.,2025-03-10 12:56:02,16,5,2
446,2025-05-06 16:18:14,Aaron Howe,gutierrezlaura@hotmail.com,058.550.5072,Facebook,Shane Delgado,2025-05-17 16:18:14,2025-06-07 16:18:14,Appointment Set,"two, nice, no",Every record high fast sense customer onto skill.,2025-05-23 16:18:14,2,3,7
447,2025-06-25 03:31:49,Patricia Mejia,ibray@holmes.com,001-869-099-6514x3870,Instagram,Melinda Lowe,2025-07-19 03:31:49,2025-07-31 03:31:49,Under Contract,"parent, discussion",Occur long campaign thing move lawyer case.,2025-07-27 03:31:49,8,1,4
448,2025-04-21 14:03:27,Andre Chase,erikacarter@hotmail.com,564.040.4063x831,Organic,Linda Macdonald,2025-05-04 14:03:27,2025-05-25 14:03:27,Contacted,"evening, low",Could page standard right pick wait.,2025-05-14 14:03:27,16,4,9
449,2025-04-03 00:14:43,Kelly Gross,brianabarry@cummings.com,+1-545-895-1472,Zillow,Michelle Richardson DVM,2025-04-05 00:14:43,2025-04-13 00:14:43,Closed,"order, read",Side consumer threat place realize.,2025-04-15 00:14:43,27,0,5
450,2025-04-07 02:45:23,James Frazier,ushaw@gmail.com,001-342-201-4543x36256,Referral,Roger Davis,2025-04-13 02:45:23,2025-04-16 02:45:23,Closed,"someone, goal, our",Everyone art professor.,2025-04-19 02:45:23,20,5,4
451,2025-04-09 14:04:22,John York,karenmitchell@hotmail.com,+1-925-193-7572,Zillow,Rita Curry,2025-04-27 14:04:22,2025-05-20 14:04:22,Under Contract,care,Nice happen run side.,2025-05-06 14:04:22,21,0,6
452,2025-07-10 01:22:50,Gary Bryant,ramosdavid@beck.com,+1-069-759-1028x6895,Google Ads,Brian Harris,2025-07-30 01:22:50,2025-08-14 01:22:50,Dead,"event, base, public",Great age education stage provide pattern rich.,2025-08-06 01:22:50,4,1,5
453,2025-06-29 10:43:51,Dr. Stefanie Adams,rachelwallace@yahoo.com,144.545.4853x25147,Instagram,Melinda Lowe,2025-07-09 10:43:51,2025-08-06 10:43:51,Dead,"may, second",Herself official nation rather subject force.,2025-07-17 10:43:51,24,1,10
454,2025-06-22 17:39:37,Scott Murphy,velasquezbrian@hotmail.com,780.759.7980x62061,Zillow,Roger Davis,2025-07-21 17:39:37,2025-08-19 17:39:37,Under Contract,base,Wish play guess back.,2025-07-27 17:39:37,29,5,3
455,2025-04-27 18:40:50,Amanda Harrison,ashleystewart@todd.net,596.386.8120,Instagram,Jonathan Stevenson,2025-05-13 18:40:50,2025-06-02 18:40:50,Closed,hotel,Personal ready home race.,2025-05-20 18:40:50,13,3,1
456,2025-03-25 16:54:12,Stephanie Norris,michael69@yahoo.com,+1-244-050-1714,Instagram,Jeffrey Bass,2025-04-05 16:54:12,2025-04-24 16:54:12,Appointment Set,"trial, final, stand",They down long knowledge smile perhaps.,2025-04-08 16:54:12,27,3,7
457,2025-01-10 14:51:33,Bryan Hill,sgonzalez@gmail.com,721.899.7778,Facebook,Linda Macdonald,2025-02-04 14:51:33,2025-02-14 14:51:33,Active,letter,Although event yourself per after.,2025-02-05 14:51:33,3,2,0
458,2025-05-27 16:19:32,Amanda Diaz,danieltiffany@rodriguez-wright.com,8197171267,Organic,Jeffrey Bass,2025-06-18 16:19:32,2025-07-07 16:19:32,Active,big,Pretty make career price.,2025-06-20 16:19:32,26,2,6
459,2025-04-07 03:01:04,Brandon Page,jordanrobert@hotmail.com,932-486-1735x8844,Referral,Roger Davis,2025-04-20 03:01:04,2025-04-26 03:01:04,Under Contract,win,Garden gun strong talk color child.,2025-04-28 03:01:04,16,5,7
460,2025-03-08 18:38:07,Gregory Atkinson,carsonpaula@gmail.com,(288)209-2719,Zillow,Jonathan Stevenson,2025-03-24 18:38:07,2025-04-19 18:38:07,Closed,"indicate, feeling",Agent have you friend ok social.,2025-03-27 18:38:07,15,1,0
461,2025-07-20 10:35:23,Gabriella Haney,williamsdavid@hotmail.com,(270)032-6668x4564,Facebook,Brian Harris,2025-08-19 10:35:23,2025-09-05 10:35:23,Active,"like, risk",Against former deep.,2025-08-26 10:35:23,25,4,7
462,2025-06-08 01:16:22,Mark Harris,heather40@stone-johnson.com,(698)691-5534x706,Zillow,Tamara Davis,2025-06-20 01:16:22,2025-07-14 01:16:22,Under Contract,"short, usually, against",Fish environmental human.,2025-06-29 01:16:22,7,5,9
463,2025-01-08 00:59:09,Erik Ramirez,ngreer@hernandez.com,4180994721,Google Ads,Brian Harris,2025-01-23 00:59:09,2025-02-15 00:59:09,Contacted,night,Month friend my.,2025-01-26 00:59:09,15,1,8
464,2025-04-12 17:27:37,Bruce Wallace,edwardholloway@yahoo.com,001-969-443-9106x702,Instagram,Rita Curry,2025-05-03 17:27:37,2025-06-02 17:27:37,Active,stay,Role fill water study spring enjoy.,2025-05-08 17:27:37,7,1,2
465,2025-07-04 13:43:53,Courtney Carroll,smithvirginia@gmail.com,(910)992-7892x06986,Instagram,Rita Curry,2025-07-23 13:43:53,2025-08-08 13:43:53,Dead,"offer, skill, response",Natural sell truth sort music.,2025-07-30 13:43:53,11,0,10
466,2025-03-08 17:35:10,Brenda Ferguson,ericharris@yahoo.com,112.141.3117,Zillow,Melinda Lowe,2025-03-14 17:35:10,2025-03-17 17:35:10,Contacted,"catch, bag",Others tree establish factor few those.,2025-03-18 17:35:10,3,0,1
467,2025-05-15 16:05:36,Megan George,kristinmurphy@miller.com,1107614304,Zillow,Brian Harris,2025-05-22 16:05:36,2025-05-29 16:05:36,Dead,analysis,Tree laugh rule ahead smile protect picture likely.,2025-05-30 16:05:36,27,5,7
468,2025-07-22 08:12:30,Dwayne Carlson,john53@vargas.com,+1-716-113-5757x823,Zillow,Linda Macdonald,2025-08-04 08:12:30,2025-08-24 08:12:30,Appointment Set,voice,Drug east edge strong probably meeting.,2025-08-08 08:12:30,5,4,1
469,2025-02-01 22:01:22,Carlos Eaton,lisa69@gmail.com,319-537-2864x39317,Referral,Linda Macdonald,2025-02-16 22:01:22,2025-03-01 22:01:22,Appointment Set,success,Would amount for apply.,2025-02-18 22:01:22,5,3,3
470,2025-07-02 12:49:29,Pamela Davis,johngarcia@nelson.biz,3794520239,Instagram,Melinda Lowe,2025-07-26 12:49:29,2025-08-16 12:49:29,Dead,he,Direction see others face tough skin.,2025-08-04 12:49:29,1,4,2
471,2025-04-24 19:50:44,Steven Stone,claire99@gmail.com,(059)654-3220x4409,Instagram,Rita Curry,2025-05-16 19:50:44,2025-05-22 19:50:44,Contacted,"defense, cause",Walk base surface develop sport population and.,2025-05-19 19:50:44,5,5,7
472,2025-04-11 05:58:29,Michael Lee,bolsen@haynes-mcintyre.biz,879-707-2620,Instagram,Tamara Davis,2025-04-14 05:58:29,2025-04-20 05:58:29,New,"big, small, charge",Strategy sit wall seven.,2025-04-21 05:58:29,25,4,1
473,2025-01-15 02:04:20,Suzanne Luna,tammy82@garcia-williams.org,494.023.4127,Organic,Michelle Richardson DVM,2025-02-05 02:04:20,2025-02-06 02:04:20,New,"country, music",Billion show new by blue not stand.,2025-02-06 02:04:20,15,3,3
474,2025-07-21 00:42:05,Hannah King,johngraham@parsons.com,(629)012-5953x466,Instagram,Roger Davis,2025-08-12 00:42:05,2025-09-05 00:42:05,Dead,"energy, firm, even",Debate upon site range.,2025-08-20 00:42:05,28,5,4
475,2025-03-24 19:51:15,Mary Hood,jrobbins@robinson-chaney.com,+1-626-223-8281x5218,Google Ads,Melinda Lowe,2025-04-15 19:51:15,2025-04-19 19:51:15,Active,enjoy,Serious here final.,2025-04-18 19:51:15,4,1,2
476,2025-02-06 10:59:06,Heather Hill,scottkyle@chen-jones.com,+1-248-002-2565x22324,Facebook,Jeffrey Bass,2025-02-23 10:59:06,2025-02-25 10:59:06,Closed,"keep, personal, plan",Guess discover worry.,2025-03-04 10:59:06,21,5,7
477,2025-05-03 01:52:14,Rhonda Young,calhouncorey@yahoo.com,(399)451-2367x96629,Zillow,Michelle Richardson DVM,2025-05-12 01:52:14,2025-06-08 01:52:14,New,"customer, beat, house",Together local sort now.,2025-05-14 01:52:14,2,1,10
478,2025-02-07 17:06:26,Dawn Olson,armstrongstacey@butler-phillips.net,+1-486-337-5882x2495,Referral,Linda Macdonald,2025-02-18 17:06:26,2025-03-02 17:06:26,Contacted,space,Force pressure debate current growth personal.,2025-02-20 17:06:26,22,3,8
479,2025-03-22 03:20:07,William Cruz,sabrinamartinez@barnes-murphy.com,(110)737-5652x793,Referral,Michelle Richardson DVM,2025-03-30 03:20:07,2025-04-11 03:20:07,Appointment Set,"professional, himself, describe",Raise teacher item travel.,2025-04-06 03:20:07,26,0,2
480,2025-06-25 09:41:01,Nichole Lawson,kristinacalderon@gilmore-mayo.biz,897-427-0332x79762,Referral,Melinda Lowe,2025-07-16 09:41:01,2025-08-05 09:41:01,Dead,"second, minute",Customer issue guy.,2025-07-22 09:41:01,15,3,10
481,2025-02-26 13:33:50,Thomas Jimenez,ejoyce@gmail.com,001-808-471-9462x605,Zillow,Melinda Lowe,2025-03-27 13:33:50,2025-04-07 13:33:50,Active,"strategy, party, say",In try service student.,2025-03-28 13:33:50,4,3,5
482,2025-03-28 04:19:30,Thomas Conway,croach@gmail.com,001-819-029-8898x1008,Referral,Michelle Richardson DVM,2025-04-16 04:19:30,2025-04-28 04:19:30,Closed,truth,Memory brother film feel election forget partner.,2025-04-21 04:19:30,28,0,1
483,2025-06-22 21:57:37,Jennifer Weeks,nina39@ray.net,426.771.6126x79300,Referral,Shane Delgado,2025-06-25 21:57:37,2025-07-02 21:57:37,Active,"site, enjoy",Defense full necessary anyone material.,2025-06-29 21:57:37,10,5,4
484,2025-03-03 15:41:24,Nina Strickland,melaniethompson@gmail.com,422-535-8629,Referral,Shane Delgado,2025-03-23 15:41:24,2025-04-05 15:41:24,Appointment Set,"night, especially, yet",Whether hot than feeling.,2025-03-31 15:41:24,26,1,10
485,2025-06-02 17:39:32,Donald Foster,smithtyler@hotmail.com,(719)167-1842,Organic,Roger Davis,2025-06-13 17:39:32,2025-06-22 17:39:32,Under Contract,"throw, Mr",Mouth situation approach tax drop choose example.,2025-06-16 17:39:32,10,2,0
486,2025-05-10 13:11:12,Nicole Brock,brittany70@yahoo.com,184-374-2194,Instagram,Linda Macdonald,2025-06-06 13:11:12,2025-07-03 13:11:12,Contacted,"pass, moment, box",Social establish cause.,2025-06-12 13:11:12,22,1,1
487,2025-02-23 13:11:58,Jennifer Duncan,wilsonrita@hernandez.biz,759.499.7120x01535,Organic,Linda Macdonald,2025-03-11 13:11:58,2025-03-28 13:11:58,Contacted,"including, let",Might safe produce how close describe.,2025-03-13 13:11:58,9,1,6
488,2025-02-11 11:42:08,Tammie Vaughn,cwilliams@sellers-hamilton.com,119-518-6388,Organic,Linda Macdonald,2025-02-22 11:42:08,2025-03-17 11:42:08,Appointment Set,policy,Building apply idea act.,2025-02-24 11:42:08,20,3,4
489,2025-01-01 23:42:03,Xavier Valenzuela,richardhamilton@rodriguez.info,+1-299-343-9438x38306,Organic,Linda Macdonald,2025-01-05 23:42:03,2025-01-17 23:42:03,Active,"relationship, training",A number region region sell he.,2025-01-08 23:42:03,25,2,10
490,2025-07-16 02:11:55,James Parrish,halekimberly@hotmail.com,295.867.2182,Instagram,Brian Harris,2025-08-09 02:11:55,2025-08-29 02:11:55,Active,leg,Thus total reach painting whom party test.,2025-08-10 02:11:55,11,5,8
491,2025-02-08 23:31:36,Bethany Foster,phillip48@gmail.com,392-725-1246x3474,Facebook,Jeffrey Bass,2025-02-22 23:31:36,2025-03-02 23:31:36,Closed,"when, article",Identify up west senior each color.,2025-03-04 23:31:36,26,0,5
492,2025-06-02 20:12:13,Brittany Lindsey,john74@hernandez.com,629.490.7004,Zillow,Linda Macdonald,2025-06-04 20:12:13,2025-06-06 20:12:13,Contacted,"world, movie, war",Nothing have apply develop collection ground.,2025-06-08 20:12:13,15,2,10
493,2025-05-06 03:05:22,Gabriel Parker,peter53@morales-powell.net,001-306-382-6344x9847,Referral,Tamara Davis,2025-05-28 03:05:22,2025-06-20 03:05:22,Under Contract,"trial, but",Up picture serious common resource.,2025-06-04 03:05:22,2,3,8
494,2025-02-28 15:47:17,Patricia Wang,mark99@brown.com,063-666-3191x51960,Zillow,Linda Macdonald,2025-03-22 15:47:17,2025-03-25 15:47:17,Under Contract,simply,Cut catch rock central of.,2025-04-01 15:47:17,25,4,10
495,2025-06-28 02:09:27,Kevin Chase,leesamuel@watson.com,367.932.4741,Organic,Linda Macdonald,2025-07-24 02:09:27,2025-08-05 02:09:27,New,main,Sense election ability information great wide.,2025-07-30 02:09:27,17,3,7
496,2025-02-14 12:00:29,Daniel Mitchell,hillryan@hotmail.com,001-202-495-2164x44163,Referral,Jonathan Stevenson,2025-03-11 12:00:29,2025-03-24 12:00:29,Under Contract,"cold, standard, fight",Skill consumer support field or foreign.,2025-03-18 12:00:29,12,0,5
497,2025-04-23 05:14:40,Joshua Scott,tyler32@hotmail.com,(707)935-7572x931,Instagram,Melinda Lowe,2025-04-30 05:14:40,2025-05-24 05:14:40,Appointment Set,"citizen, which",It own white doctor leader far gun.,2025-05-10 05:14:40,25,2,7
498,2025-06-16 18:00:42,Anita Phillips MD,bakerrobert@kennedy-smith.com,+1-517-254-8770x175,Zillow,Roger Davis,2025-07-14 18:00:42,2025-08-04 18:00:42,New,"board, evidence",Song example garden wait also throw.,2025-07-18 18:00:42,5,4,7
499,2025-01-28 03:05:35,Gloria Wright,jeffrey45@gmail.com,+1-110-982-3197x1452,Zillow,Roger Davis,2025-01-29 03:05:35,2025-02-22 03:05:35,New,"left, control",Onto together fast chair.,2025-02-03 03:05:35,14,1,6
500,2025-05-06 15:50:12,Jesse Jones,dyoung@gmail.com,(863)887-1993,Zillow,Rita Curry,2025-05-17 15:50:12,2025-06-09 15:50:12,Under Contract,approach,However exist picture.,2025-05-25 15:50:12,11,3,8
